/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_30_712.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_30_712.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_30_712.jpg, 0, 0, 0, 7.834045E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_30_813.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_30_813.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_30_813.jpg, 0, 0, 0, 7.829918E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_30_915.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_30_915.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_30_915.jpg, 0, 0, 0, 7.805465E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_016.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_016.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_016.jpg, 0, 0, 0, 7.807756E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_117.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_117.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_117.jpg, 0, 0, 0, 7.807248E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_218.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_218.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_218.jpg, 0, 0, 0, 7.798209E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_321.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_321.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_321.jpg, 0, 0, 0, 7.790955E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_422.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_422.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_422.jpg, 0, 0, 0, 7.795379E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_523.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_523.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_523.jpg, 0, 0, 0, 8.001241E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_623.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_623.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_623.jpg, 0, 0, 0, 7.766779E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_727.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_727.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_727.jpg, 0, 0, 0, 7.786158E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_831.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_831.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_831.jpg, 0, 0, 0, 8.353109E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_31_936.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_31_936.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_31_936.jpg, 0, 0, 0, 7.804258E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_041.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_041.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_041.jpg, 0, 0, 0, 7.808327E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_145.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_145.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_145.jpg, 0, 0, 0, 7.807949E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_245.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_245.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_245.jpg, 0, 0, 0, 7.916475E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_346.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_346.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_346.jpg, 0, 0, 0, 8.049799E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_448.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_448.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_448.jpg, 0, 0, 0, 8.095215E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_552.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_552.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_552.jpg, 0, 0, 0, 8.017755E-05
/Users/nikki/Desktop/Project-Sem-8/IMG/center_2020_03_17_21_18_32_652.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/left_2020_03_17_21_18_32_652.jpg, /Users/nikki/Desktop/Project-Sem-8/IMG/right_2020_03_17_21_18_32_652.jpg, 0, 0, 0, 7.799278E-05
